loan_amnt,funded_amnt,term,int_rate,installment,emp_length,home_ownership,annual_inc,verification_status,purpose,addr_state,grade,sub_grade,fico_score,dti,application_type,loan_status
12000.0,12000.0,60 months,12.69,271.14,9 years,MORTGAGE,57000.0,Not Verified,debt_consolidation,CT,B,B5,707.0,19.71,Individual,Fully Paid
11000.0,11000.0,36 months,7.9,344.2,4 years,MORTGAGE,80000.0,Not Verified,credit_card,AZ,A,A4,727.0,4.74,Individual,Charged Off
5000.0,5000.0,36 months,16.29,176.51,6 years,MORTGAGE,85000.0,Source Verified,medical,WA,D,D1,662.0,22.81,Individual,Charged Off
18000.0,18000.0,36 months,16.29,635.41,10+ years,OWN,140000.0,Verified,debt_consolidation,TX,D,D1,682.0,21.8,Individual,Fully Paid
10000.0,10000.0,36 months,12.69,335.45,6 years,OWN,36000.0,Verified,debt_consolidation,CA,B,B5,697.0,15.9,Individual,Charged Off
5000.0,5000.0,36 months,9.91,161.13,< 1 year,RENT,70000.0,Source Verified,credit_card,OH,B,B1,707.0,13.92,Individual,Fully Paid
10000.0,10000.0,36 months,16.29,353.01,4 years,RENT,51360.0,Source Verified,credit_card,NY,D,D1,672.0,16.61,Individual,Fully Paid
25000.0,25000.0,36 months,9.91,805.63,4 years,RENT,163000.0,Verified,vacation,CA,B,B1,757.0,4.4,Individual,Fully Paid
2400.0,2400.0,36 months,12.69,80.51,4 years,MORTGAGE,59393.0,Source Verified,medical,OR,B,B5,682.0,13.7,Individual,Fully Paid
3000.0,3000.0,36 months,16.29,105.91,4 years,MORTGAGE,65000.0,Not Verified,other,FL,D,D1,662.0,15.16,Individual,Charged Off
7700.0,7700.0,36 months,16.77,273.65,3 years,RENT,29772.96,Source Verified,other,TX,D,D2,662.0,18.58,Individual,Charged Off
2400.0,2400.0,36 months,13.49,81.44,< 1 year,OWN,12996.0,Source Verified,other,TX,C,C1,707.0,4.71,Individual,Fully Paid
18500.0,11925.0,60 months,19.03,309.54,10+ years,MORTGAGE,68000.0,Verified,debt_consolidation,CT,E,E2,677.0,20.89,Individual,Fully Paid
5000.0,5000.0,36 months,10.65,162.87,1 year,OWN,44475.0,Not Verified,credit_card,CA,B,B2,692.0,17.11,Individual,Fully Paid
14000.0,14000.0,36 months,17.58,503.19,10+ years,MORTGAGE,88000.0,Verified,debt_consolidation,TX,D,D4,662.0,7.73,Individual,Fully Paid
24500.0,24500.0,60 months,20.89,661.3,4 years,RENT,85000.0,Verified,credit_card,NJ,F,F1,692.0,9.09,Individual,Charged Off
2400.0,2400.0,36 months,10.65,78.18,3 years,MORTGAGE,36000.0,Not Verified,major_purchase,GA,B,B2,702.0,15.7,Individual,Fully Paid
1800.0,1800.0,36 months,12.42,60.15,7 years,RENT,117000.0,Not Verified,other,CA,B,B4,677.0,15.86,Individual,Fully Paid
22200.0,22200.0,36 months,19.42,818.49,2 years,RENT,160000.0,Source Verified,debt_consolidation,CA,E,E3,672.0,13.33,Individual,Charged Off
21400.0,21400.0,60 months,19.42,560.09,3 years,RENT,80000.0,Verified,credit_card,FL,E,E3,677.0,19.66,Individual,Fully Paid
13000.0,13000.0,36 months,7.9,406.78,10+ years,RENT,28000.0,Not Verified,credit_card,MN,A,A4,747.0,16.93,Individual,Charged Off
8000.0,8000.0,36 months,12.69,268.36,5 years,RENT,48000.0,Not Verified,car,CA,B,B5,697.0,15.33,Individual,Fully Paid
3600.0,3600.0,36 months,12.69,120.77,10+ years,MORTGAGE,60000.0,Not Verified,medical,MI,B,B5,682.0,19.0,Individual,Charged Off
12375.0,12375.0,60 months,23.13,349.79,5 years,RENT,40000.0,Not Verified,other,FL,G,G2,672.0,20.88,Individual,Charged Off
9400.0,9400.0,36 months,9.91,302.92,2 years,RENT,45500.0,Verified,debt_consolidation,GA,B,B1,712.0,11.84,Individual,Fully Paid
9600.0,9600.0,36 months,14.27,329.37,6 years,MORTGAGE,156000.0,Verified,home_improvement,FL,C,C2,697.0,15.54,Individual,Fully Paid
17000.0,17000.0,36 months,10.65,553.75,1 year,RENT,40000.0,Verified,debt_consolidation,PA,B,B2,712.0,18.63,Individual,Fully Paid
25000.0,17275.0,60 months,19.03,448.41,10+ years,MORTGAGE,96000.0,Verified,debt_consolidation,IL,E,E2,687.0,16.19,Individual,Fully Paid
16950.0,16950.0,60 months,16.77,419.16,10+ years,MORTGAGE,50000.0,Source Verified,debt_consolidation,NC,D,D2,702.0,14.47,Individual,Fully Paid
30000.0,19275.0,60 months,19.03,500.33,10+ years,MORTGAGE,80000.0,Verified,credit_card,TX,E,E2,722.0,26.82,Individual,Fully Paid
10800.0,10800.0,36 months,14.27,370.54,6 years,MORTGAGE,110000.0,Source Verified,credit_card,NV,C,C2,667.0,2.67,Individual,Fully Paid
6000.0,6000.0,36 months,7.9,187.75,10+ years,RENT,59400.0,Not Verified,credit_card,CA,A,A4,727.0,19.17,Individual,Fully Paid
35000.0,35000.0,36 months,8.9,1111.37,10+ years,MORTGAGE,106000.0,Verified,credit_card,CO,A,A5,742.0,12.09,Individual,Fully Paid
10000.0,10000.0,36 months,10.65,325.74,7 years,RENT,36000.0,Not Verified,debt_consolidation,NY,B,B2,707.0,14.0,Individual,Fully Paid
15000.0,15000.0,60 months,19.91,396.66,4 years,RENT,51000.0,Verified,credit_card,NY,E,E4,672.0,20.85,Individual,Fully Paid
5000.0,5000.0,36 months,12.69,167.73,2 years,RENT,25000.0,Not Verified,other,IL,B,B5,687.0,20.54,Individual,Fully Paid
3000.0,3000.0,60 months,17.27,75.0,5 years,RENT,35000.0,Verified,debt_consolidation,CA,D,D3,682.0,11.42,Individual,Fully Paid
7100.0,7100.0,36 months,14.65,244.91,1 year,RENT,33000.0,Not Verified,debt_consolidation,IL,C,C3,677.0,23.85,Individual,Charged Off
12000.0,12000.0,36 months,16.77,426.47,10+ years,MORTGAGE,93000.0,Not Verified,credit_card,CA,D,D2,667.0,13.46,Individual,Fully Paid
22400.0,22400.0,60 months,22.74,628.13,6 years,RENT,85000.0,Not Verified,credit_card,NY,G,G1,662.0,7.02,Individual,Charged Off
5825.0,5825.0,36 months,10.65,189.74,8 years,RENT,50000.0,Not Verified,debt_consolidation,CA,B,B2,712.0,13.25,Individual,Fully Paid
22250.0,22250.0,36 months,12.69,746.38,2 years,RENT,41000.0,Verified,debt_consolidation,NY,B,B5,692.0,15.63,Individual,Charged Off
18000.0,18000.0,60 months,16.77,445.13,2 years,RENT,50000.0,Verified,debt_consolidation,CA,D,D2,702.0,21.22,Individual,Fully Paid
6000.0,6000.0,36 months,12.42,200.5,4 years,RENT,30000.0,Source Verified,credit_card,WI,B,B4,687.0,7.2,Individual,Fully Paid
7650.0,7650.0,36 months,11.71,253.04,5 years,RENT,57000.0,Verified,debt_consolidation,CA,B,B3,707.0,23.96,Individual,Charged Off
21000.0,21000.0,60 months,18.25,536.13,2 years,RENT,110000.0,Verified,credit_card,PA,D,D5,697.0,13.55,Individual,Fully Paid
20675.0,20675.0,60 months,15.27,494.8,7 years,RENT,50132.0,Verified,other,CA,C,C4,722.0,23.31,Individual,Charged Off
13200.0,13200.0,36 months,7.9,413.04,6 years,MORTGAGE,62500.0,Source Verified,debt_consolidation,NC,A,A4,732.0,12.06,Individual,Fully Paid
12000.0,12000.0,36 months,7.51,373.33,< 1 year,RENT,60000.0,Verified,debt_consolidation,LA,A,A3,737.0,20.7,Individual,Fully Paid
20000.0,12500.0,60 months,19.03,324.47,6 years,RENT,130000.0,Verified,debt_consolidation,AZ,E,E2,687.0,9.06,Individual,Fully Paid
15000.0,15000.0,36 months,6.03,456.54,7 years,RENT,60000.0,Not Verified,house,NJ,A,A1,777.0,12.78,Individual,Fully Paid
27050.0,27050.0,60 months,18.64,696.35,5 years,MORTGAGE,65000.0,Verified,debt_consolidation,UT,E,E1,702.0,19.75,Individual,Fully Paid
22500.0,22500.0,60 months,17.27,562.46,3 years,MORTGAGE,67735.0,Source Verified,debt_consolidation,SC,D,D3,712.0,18.8,Individual,Fully Paid
20500.0,20500.0,60 months,12.69,463.2,< 1 year,RENT,47800.0,Verified,debt_consolidation,CA,B,B5,737.0,28.32,Individual,Charged Off
12800.0,12800.0,36 months,12.42,427.72,1 year,MORTGAGE,99600.0,Not Verified,credit_card,CA,B,B4,687.0,19.95,Individual,Fully Paid
27575.0,27575.0,36 months,10.65,898.21,1 year,MORTGAGE,54000.0,Verified,other,WY,B,B2,747.0,12.27,Individual,Fully Paid
7000.0,7000.0,36 months,12.69,234.82,8 years,RENT,49000.0,Not Verified,debt_consolidation,NY,B,B5,687.0,14.42,Individual,Fully Paid
7600.0,7600.0,60 months,16.77,187.95,1 year,RENT,33996.0,Verified,other,TX,D,D2,687.0,16.52,Individual,Fully Paid
29000.0,29000.0,60 months,12.42,651.27,10+ years,RENT,65000.0,Verified,debt_consolidation,PA,B,B4,747.0,7.22,Individual,Charged Off
10000.0,10000.0,36 months,14.27,343.09,4 years,RENT,44160.0,Source Verified,moving,VA,C,C2,692.0,18.29,Individual,Fully Paid
14125.0,14125.0,36 months,7.9,441.98,5 years,RENT,32000.0,Source Verified,debt_consolidation,TX,A,A4,732.0,22.54,Individual,Fully Paid
12000.0,12000.0,36 months,6.62,368.45,< 1 year,MORTGAGE,94500.0,Source Verified,debt_consolidation,CA,A,A2,747.0,4.17,Individual,Fully Paid
9575.0,9575.0,36 months,6.62,293.99,3 years,RENT,19498.0,Verified,credit_card,VA,A,A2,737.0,18.34,Individual,Fully Paid
12000.0,8900.0,60 months,20.3,237.29,1 year,RENT,30000.0,Not Verified,debt_consolidation,FL,E,E5,687.0,18.76,Individual,Fully Paid
12000.0,12000.0,36 months,15.96,421.65,9 years,MORTGAGE,88000.0,Not Verified,debt_consolidation,NY,C,C5,672.0,10.6,Individual,Charged Off
10000.0,10000.0,36 months,12.69,335.45,4 years,RENT,45000.0,Verified,credit_card,NJ,B,B5,677.0,22.61,Individual,Fully Paid
10000.0,10000.0,36 months,15.96,351.38,1 year,RENT,37500.0,Not Verified,debt_consolidation,MA,C,C5,667.0,19.46,Individual,Fully Paid
25000.0,25000.0,60 months,14.27,585.22,5 years,MORTGAGE,89000.0,Source Verified,debt_consolidation,FL,C,C2,737.0,10.77,Individual,Fully Paid
24000.0,24000.0,36 months,9.91,773.4,4 years,RENT,120000.0,Verified,debt_consolidation,GA,B,B1,732.0,14.17,Individual,Fully Paid
14575.0,14575.0,36 months,10.65,474.76,7 years,RENT,35000.0,Not Verified,credit_card,NJ,B,B2,717.0,16.46,Individual,Fully Paid
9000.0,9000.0,36 months,7.51,280.0,< 1 year,MORTGAGE,50000.0,Source Verified,debt_consolidation,MO,A,A3,742.0,4.44,Individual,Fully Paid
10000.0,10000.0,36 months,13.49,339.31,10+ years,RENT,30000.0,Not Verified,debt_consolidation,NY,C,C1,677.0,20.96,Individual,Charged Off
7125.0,7125.0,36 months,17.58,256.09,7 years,RENT,25279.67,Not Verified,credit_card,MN,D,D4,677.0,16.8,Individual,Fully Paid
15000.0,15000.0,60 months,10.65,323.53,10+ years,RENT,29000.0,Not Verified,debt_consolidation,PA,B,B2,747.0,15.14,Individual,Fully Paid
13000.0,13000.0,36 months,13.49,441.1,6 years,RENT,65000.0,Not Verified,debt_consolidation,CA,C,C1,687.0,17.11,Individual,Fully Paid
12000.0,12000.0,60 months,12.69,271.14,7 years,RENT,30000.0,Not Verified,debt_consolidation,RI,B,B5,722.0,10.44,Individual,Fully Paid
18000.0,18000.0,60 months,20.3,479.9,2 years,RENT,68000.0,Verified,credit_card,NV,E,E5,662.0,17.98,Individual,Fully Paid
30000.0,30000.0,60 months,14.27,702.26,10+ years,RENT,90000.0,Verified,small_business,TX,C,C2,732.0,19.12,Individual,Fully Paid
21600.0,21600.0,36 months,17.27,773.01,2 years,MORTGAGE,58600.0,Source Verified,home_improvement,TX,D,D3,682.0,10.85,Individual,Charged Off
7600.0,7600.0,60 months,16.77,187.95,5 years,OWN,50000.0,Source Verified,small_business,SD,D,D2,717.0,6.29,Individual,Fully Paid
7000.0,7000.0,36 months,12.42,233.91,10+ years,RENT,85000.0,Source Verified,credit_card,CA,B,B4,687.0,15.11,Individual,Fully Paid
7000.0,7000.0,36 months,8.9,222.28,5 years,RENT,45000.0,Verified,debt_consolidation,WI,A,A5,712.0,24.48,Individual,Fully Paid
3600.0,3600.0,36 months,17.27,128.84,7 years,MORTGAGE,44004.0,Source Verified,other,NJ,D,D3,662.0,5.59,Individual,Fully Paid
3500.0,3500.0,36 months,12.69,117.41,10+ years,MORTGAGE,84996.0,Not Verified,major_purchase,NC,B,B5,667.0,5.36,Individual,Fully Paid
5000.0,5000.0,36 months,8.9,158.77,6 years,RENT,33000.0,Not Verified,medical,NJ,A,A5,722.0,16.47,Individual,Fully Paid
10000.0,10000.0,36 months,11.71,330.76,5 years,MORTGAGE,60000.0,Source Verified,debt_consolidation,CT,B,B3,722.0,17.3,Individual,Fully Paid
4500.0,4500.0,36 months,13.49,152.69,< 1 year,OWN,19200.0,Source Verified,credit_card,MN,C,C1,677.0,19.56,Individual,Fully Paid
12000.0,12000.0,36 months,11.71,396.92,10+ years,RENT,62000.0,Not Verified,debt_consolidation,NJ,B,B3,712.0,6.74,Individual,Fully Paid
12000.0,12000.0,60 months,19.03,311.49,1 year,RENT,38500.0,Not Verified,debt_consolidation,OH,E,E2,672.0,10.91,Individual,Fully Paid
10700.0,10700.0,36 months,12.42,357.55,4 years,RENT,68000.0,Source Verified,debt_consolidation,AZ,B,B4,707.0,16.41,Individual,Fully Paid
6000.0,6000.0,36 months,10.65,195.44,1 year,RENT,30000.0,Not Verified,credit_card,FL,B,B2,702.0,19.36,Individual,Fully Paid
20000.0,20000.0,36 months,7.9,625.81,10+ years,RENT,50000.0,Source Verified,wedding,NY,A,A4,752.0,12.84,Individual,Fully Paid
10800.0,10800.0,60 months,16.77,267.08,2 years,RENT,23000.0,Verified,debt_consolidation,TX,D,D2,697.0,11.22,Individual,Fully Paid
25000.0,16050.0,60 months,19.03,416.62,10+ years,RENT,50400.0,Verified,debt_consolidation,GA,E,E2,697.0,20.67,Individual,Fully Paid
20000.0,20000.0,60 months,14.27,468.17,5 years,RENT,110000.0,Verified,debt_consolidation,CA,C,C2,707.0,10.3,Individual,Fully Paid
3600.0,3600.0,36 months,13.49,122.15,1 year,RENT,40000.0,Not Verified,vacation,LA,C,C1,672.0,12.99,Individual,Fully Paid
6000.0,6000.0,36 months,8.9,190.52,10+ years,RENT,83954.0,Source Verified,debt_consolidation,NJ,A,A5,702.0,17.48,Individual,Fully Paid
10375.0,10375.0,36 months,14.27,355.96,5 years,RENT,35000.0,Not Verified,credit_card,KY,C,C2,677.0,22.39,Individual,Fully Paid
25000.0,25000.0,36 months,8.9,793.84,4 years,RENT,60000.0,Verified,debt_consolidation,CA,A,A5,737.0,25.4,Individual,Fully Paid
10000.0,10000.0,36 months,16.29,353.01,4 years,RENT,40000.0,Verified,debt_consolidation,NC,D,D1,662.0,19.98,Individual,Fully Paid
10000.0,8650.0,60 months,12.42,194.26,2 years,RENT,42336.0,Source Verified,small_business,CO,B,B4,747.0,10.18,Individual,Fully Paid
5600.0,5600.0,36 months,6.03,170.44,,OWN,41100.0,Not Verified,car,NY,A,A1,772.0,3.97,Individual,Fully Paid
6000.0,6000.0,36 months,12.42,200.5,4 years,RENT,92000.0,Not Verified,car,IL,B,B4,687.0,10.6,Individual,Fully Paid
8000.0,8000.0,36 months,7.9,250.33,2 years,RENT,75000.0,Not Verified,debt_consolidation,AZ,A,A4,727.0,8.7,Individual,Fully Paid
35000.0,21800.0,60 months,12.42,489.57,10+ years,RENT,90000.0,Verified,debt_consolidation,CA,B,B4,742.0,26.33,Individual,Fully Paid
10000.0,10000.0,36 months,11.71,330.76,4 years,MORTGAGE,45000.0,Not Verified,debt_consolidation,GA,B,B3,712.0,12.48,Individual,Fully Paid
11000.0,11000.0,36 months,7.51,342.22,8 years,RENT,48000.0,Source Verified,debt_consolidation,FL,A,A3,742.0,24.1,Individual,Fully Paid
5000.0,5000.0,36 months,9.91,161.13,6 years,MORTGAGE,110000.0,Not Verified,debt_consolidation,OR,B,B1,697.0,6.38,Individual,Fully Paid
6500.0,6500.0,36 months,10.65,211.73,< 1 year,RENT,30600.0,Source Verified,debt_consolidation,TX,B,B2,687.0,13.45,Individual,Fully Paid
20000.0,20000.0,60 months,20.3,533.23,4 years,RENT,69000.0,Verified,credit_card,CO,E,E5,672.0,18.02,Individual,Fully Paid
12000.0,12000.0,36 months,12.69,402.54,4 years,RENT,45000.0,Source Verified,debt_consolidation,CA,B,B5,677.0,8.85,Individual,Fully Paid
8250.0,8250.0,60 months,19.91,218.17,3 years,RENT,27500.0,Not Verified,wedding,OR,E,E4,667.0,20.25,Individual,Charged Off
21000.0,21000.0,36 months,7.9,657.1,10+ years,MORTGAGE,150500.0,Verified,debt_consolidation,NY,A,A4,742.0,3.69,Individual,Fully Paid
8400.0,8400.0,36 months,16.77,298.53,2 years,RENT,32000.0,Verified,credit_card,NY,D,D2,667.0,16.95,Individual,Fully Paid
7000.0,7000.0,36 months,12.69,234.82,5 years,RENT,37500.0,Source Verified,debt_consolidation,MA,B,B5,687.0,21.38,Individual,Fully Paid
12000.0,12000.0,36 months,12.42,400.99,< 1 year,RENT,60000.0,Source Verified,car,RI,B,B4,707.0,6.3,Individual,Charged Off
7200.0,7200.0,36 months,11.71,238.15,2 years,RENT,33000.0,Not Verified,credit_card,FL,B,B3,682.0,12.69,Individual,Charged Off
12000.0,12000.0,36 months,10.65,390.88,10+ years,RENT,70000.0,Not Verified,debt_consolidation,GA,B,B2,722.0,26.06,Individual,Fully Paid
12800.0,12800.0,60 months,14.27,299.63,9 years,RENT,75000.0,Verified,credit_card,FL,C,C2,717.0,16.75,Individual,Fully Paid
3050.0,3050.0,36 months,9.91,98.29,1 year,RENT,16800.0,Verified,car,TX,B,B1,732.0,3.5,Individual,Fully Paid
9000.0,9000.0,36 months,14.65,310.45,1 year,RENT,38000.0,Source Verified,debt_consolidation,IL,C,C3,692.0,19.55,Individual,Fully Paid
10000.0,10000.0,36 months,11.71,330.76,5 years,OWN,35000.0,Not Verified,debt_consolidation,NV,B,B3,692.0,11.79,Individual,Charged Off
10000.0,10000.0,36 months,9.91,322.25,< 1 year,MORTGAGE,95000.0,Source Verified,debt_consolidation,PA,B,B1,727.0,18.37,Individual,Fully Paid
10000.0,10000.0,36 months,14.27,343.09,10+ years,MORTGAGE,77400.0,Verified,credit_card,SD,C,C2,672.0,20.05,Individual,Charged Off
8500.0,8500.0,36 months,16.29,300.06,< 1 year,RENT,61000.0,Source Verified,debt_consolidation,IL,D,D1,667.0,11.76,Individual,Fully Paid
35000.0,21275.0,60 months,11.71,470.14,8 years,RENT,70000.0,Verified,debt_consolidation,NY,B,B3,747.0,19.42,Individual,Fully Paid
7200.0,7200.0,60 months,13.49,165.64,10+ years,RENT,67000.0,Source Verified,debt_consolidation,MD,C,C1,717.0,11.84,Individual,Fully Paid
21000.0,21000.0,60 months,14.27,491.58,< 1 year,MORTGAGE,90000.0,Verified,credit_card,FL,C,C2,707.0,8.76,Individual,Fully Paid
27000.0,27000.0,36 months,9.91,870.08,5 years,OWN,140000.0,Source Verified,debt_consolidation,MA,B,B1,727.0,7.44,Individual,Fully Paid
28625.0,28625.0,60 months,20.3,763.18,6 years,OWN,55000.0,Verified,debt_consolidation,NY,E,E5,712.0,21.25,Individual,Fully Paid
4000.0,4000.0,36 months,14.27,137.24,9 years,RENT,32400.0,Verified,debt_consolidation,WA,C,C2,672.0,5.41,Individual,Fully Paid
7300.0,7300.0,36 months,11.71,241.46,4 years,RENT,50000.0,Source Verified,other,NY,B,B3,682.0,12.79,Individual,Fully Paid
18000.0,18000.0,36 months,8.9,571.56,9 years,MORTGAGE,70000.0,Source Verified,credit_card,MI,A,A5,742.0,17.76,Individual,Fully Paid
5000.0,5000.0,36 months,11.71,165.38,10+ years,OWN,35000.0,Source Verified,other,KY,B,B3,732.0,19.37,Individual,Fully Paid
6500.0,6500.0,60 months,14.27,152.16,,MORTGAGE,46212.0,Verified,debt_consolidation,NC,C,C2,702.0,19.06,Individual,Fully Paid
14100.0,14100.0,60 months,17.58,354.84,4 years,RENT,43000.0,Source Verified,small_business,TX,D,D4,687.0,4.83,Individual,Fully Paid
35000.0,22050.0,60 months,19.03,572.36,10+ years,MORTGAGE,140000.0,Verified,small_business,OR,E,E2,712.0,4.29,Individual,Fully Paid
10000.0,10000.0,36 months,14.27,343.09,10+ years,MORTGAGE,115000.0,Source Verified,home_improvement,VA,C,C2,682.0,24.34,Individual,Fully Paid
3000.0,3000.0,36 months,7.9,93.88,4 years,RENT,45000.0,Not Verified,debt_consolidation,AK,A,A4,712.0,19.39,Individual,Fully Paid
25000.0,15325.0,60 months,19.03,397.8,7 years,RENT,95000.0,Verified,debt_consolidation,CA,E,E2,682.0,15.56,Individual,Fully Paid
28000.0,28000.0,36 months,15.96,983.85,5 years,MORTGAGE,235000.0,Source Verified,credit_card,VA,C,C5,702.0,9.08,Individual,Fully Paid
10000.0,10000.0,36 months,14.65,344.95,5 years,RENT,36000.0,Not Verified,credit_card,NY,C,C3,687.0,9.6,Individual,Fully Paid
12000.0,12000.0,36 months,7.9,375.49,5 years,RENT,26000.0,Not Verified,credit_card,CO,A,A4,742.0,12.83,Individual,Fully Paid
10000.0,10000.0,36 months,17.27,357.88,3 years,RENT,80000.0,Source Verified,small_business,NY,D,D3,682.0,5.73,Individual,Fully Paid
11000.0,11000.0,36 months,8.9,349.29,1 year,RENT,50000.0,Not Verified,debt_consolidation,MA,A,A5,722.0,14.09,Individual,Fully Paid
10000.0,10000.0,36 months,15.27,347.98,10+ years,RENT,55000.0,Source Verified,small_business,NY,C,C4,672.0,0.89,Individual,Fully Paid
5000.0,5000.0,36 months,6.62,153.52,5 years,MORTGAGE,55000.0,Verified,debt_consolidation,MA,A,A2,747.0,4.12,Individual,Fully Paid
5000.0,5000.0,36 months,6.03,152.18,3 years,RENT,64424.0,Not Verified,other,NY,A,A1,817.0,0.93,Individual,Fully Paid
5000.0,5000.0,36 months,8.9,158.77,10+ years,RENT,56000.0,Not Verified,debt_consolidation,NY,A,A5,702.0,15.47,Individual,Fully Paid
6000.0,6000.0,36 months,14.27,205.86,7 years,RENT,30000.0,Not Verified,credit_card,CA,C,C2,692.0,15.68,Individual,Charged Off
5000.0,5000.0,36 months,14.27,171.55,4 years,MORTGAGE,111740.0,Source Verified,vacation,GA,C,C2,682.0,20.62,Individual,Fully Paid
20050.0,20050.0,36 months,17.58,720.64,7 years,RENT,67500.0,Verified,credit_card,RI,D,D4,667.0,24.84,Individual,Fully Paid
7000.0,7000.0,36 months,16.77,248.77,< 1 year,RENT,41000.0,Source Verified,wedding,NY,D,D2,677.0,20.31,Individual,Charged Off
25000.0,25000.0,36 months,10.65,814.34,10+ years,RENT,120000.0,Verified,debt_consolidation,MA,B,B2,742.0,6.17,Individual,Fully Paid
3000.0,3000.0,36 months,12.69,100.64,10+ years,RENT,30000.0,Not Verified,debt_consolidation,CA,B,B5,677.0,15.4,Individual,Charged Off
8400.0,8400.0,36 months,17.27,300.62,10+ years,RENT,41500.0,Source Verified,credit_card,CT,D,D3,662.0,15.07,Individual,Fully Paid
24925.0,24925.0,60 months,23.91,715.75,4 years,RENT,60000.0,Verified,credit_card,FL,G,G4,672.0,17.74,Individual,Fully Paid
5000.0,5000.0,36 months,9.91,161.13,10+ years,MORTGAGE,75000.0,Source Verified,debt_consolidation,OH,B,B1,692.0,18.5,Individual,Fully Paid
12000.0,12000.0,60 months,14.27,280.91,2 years,RENT,80000.0,Source Verified,credit_card,FL,C,C2,692.0,6.51,Individual,Fully Paid
12000.0,12000.0,36 months,12.42,400.99,10+ years,RENT,42000.0,Not Verified,credit_card,WI,B,B4,702.0,21.49,Individual,Fully Paid
13200.0,13200.0,36 months,11.71,436.61,2 years,MORTGAGE,41600.0,Not Verified,debt_consolidation,CA,B,B3,697.0,9.55,Individual,Charged Off
6000.0,6000.0,36 months,6.03,182.62,1 year,RENT,48000.0,Source Verified,major_purchase,NJ,A,A1,772.0,15.25,Individual,Fully Paid
10000.0,10000.0,36 months,6.62,307.04,8 years,MORTGAGE,50000.0,Verified,credit_card,PA,A,A2,752.0,13.42,Individual,Fully Paid
17500.0,17500.0,60 months,12.42,393.01,4 years,RENT,70000.0,Not Verified,credit_card,NY,B,B4,752.0,16.7,Individual,Fully Paid
6500.0,6500.0,36 months,10.65,211.73,2 years,RENT,53000.0,Verified,debt_consolidation,MO,B,B2,692.0,20.81,Individual,Fully Paid
10000.0,10000.0,36 months,7.51,311.11,2 years,MORTGAGE,65000.0,Not Verified,small_business,MN,A,A3,737.0,8.55,Individual,Fully Paid
12000.0,12000.0,36 months,9.91,386.7,2 years,RENT,85000.0,Not Verified,debt_consolidation,LA,B,B1,722.0,10.38,Individual,Fully Paid
10000.0,10000.0,36 months,14.27,343.09,10+ years,RENT,55000.0,Not Verified,debt_consolidation,CA,C,C2,682.0,22.1,Individual,Fully Paid
12375.0,12375.0,36 months,14.27,424.58,10+ years,RENT,36000.0,Not Verified,credit_card,MA,C,C2,702.0,23.03,Individual,Fully Paid
10000.0,10000.0,36 months,10.65,325.74,1 year,RENT,26000.0,Not Verified,debt_consolidation,FL,B,B2,717.0,9.78,Individual,Fully Paid
20000.0,20000.0,60 months,18.25,510.6,7 years,RENT,70000.0,Verified,small_business,IL,D,D5,682.0,18.41,Individual,Charged Off
4400.0,4400.0,36 months,19.03,161.36,7 years,RENT,80000.0,Verified,small_business,NY,E,E2,672.0,2.65,Individual,Fully Paid
25000.0,25000.0,36 months,13.49,848.27,4 years,MORTGAGE,80000.0,Verified,debt_consolidation,GA,C,C1,722.0,14.65,Individual,Fully Paid
14125.0,14125.0,36 months,12.42,472.0,,MORTGAGE,45696.0,Verified,debt_consolidation,NC,B,B4,697.0,21.93,Individual,Charged Off
35000.0,21825.0,60 months,20.3,581.88,2 years,MORTGAGE,100000.0,Verified,wedding,NJ,E,E5,687.0,24.71,Individual,Fully Paid
13600.0,13600.0,60 months,12.69,307.29,1 year,RENT,62000.0,Not Verified,debt_consolidation,TX,B,B5,737.0,11.98,Individual,Fully Paid
20000.0,20000.0,60 months,12.69,451.9,7 years,RENT,50000.0,Verified,credit_card,MA,B,B5,722.0,27.67,Individual,Fully Paid
18000.0,18000.0,36 months,13.49,610.75,< 1 year,OWN,66000.0,Source Verified,debt_consolidation,PA,C,C1,707.0,12.87,Individual,Charged Off
13000.0,13000.0,60 months,16.77,321.48,10+ years,OWN,80000.0,Verified,debt_consolidation,MO,D,D2,702.0,4.96,Individual,Fully Paid
35000.0,35000.0,36 months,16.77,1243.85,7 years,MORTGAGE,100000.0,Verified,debt_consolidation,TX,D,D2,707.0,19.03,Individual,Fully Paid
35000.0,35000.0,36 months,14.27,1200.82,1 year,MORTGAGE,123000.0,Verified,credit_card,MI,C,C2,717.0,19.34,Individual,Fully Paid
12000.0,12000.0,60 months,11.71,265.18,10+ years,RENT,70000.0,Not Verified,debt_consolidation,MA,B,B3,737.0,21.17,Individual,Fully Paid
7200.0,7200.0,36 months,13.49,244.3,9 years,MORTGAGE,60000.0,Source Verified,debt_consolidation,IL,C,C1,672.0,22.22,Individual,Fully Paid
25000.0,15925.0,60 months,15.96,386.93,10+ years,MORTGAGE,150000.0,Verified,small_business,FL,C,C5,742.0,5.66,Individual,Fully Paid
4000.0,4000.0,36 months,12.69,134.18,3 years,RENT,80000.0,Not Verified,other,CA,B,B5,687.0,21.66,Individual,Fully Paid
7000.0,7000.0,36 months,7.51,217.78,10+ years,RENT,31000.0,Not Verified,credit_card,FL,A,A3,737.0,26.86,Individual,Fully Paid
